r,lambda_1,lambda_2,lambda_3
2.26446446446446,-8.46102997797953e-07,-0.0379402946128331,-0.670437673074265
2.26556556556557,3.07799964339042e-07,-0.0410551587443018,-0.668257229706826
2.26666666666667,-3.80589699358285e-05,-0.0445750081506293,-0.665579704669733
2.26776776776777,-5.03680089502451e-05,-0.0485925517328227,-0.662380432860042
2.26886886886887,-8.50482228238461e-06,-0.0532037436013957,-0.658654595071297
2.26996996996997,-3.65814453829976e-06,-0.0586645463672375,-0.654155222525352
2.27107107107107,-4.66430357212357e-06,-0.0653623894276393,-0.648405550680294
2.27217217217217,-5.19189749773482e-05,-0.0740667075318049,-0.640490405077367
2.27327327327327,-5.07577025670147e-05,-0.0864683149651622,-0.628881067773594
2.27437437437437,-5.58016337177781e-05,-0.107995383653298,-0.608181202426435
2.27547547547548,-8.43599521677234e-05,-0.181829913349397,-0.535258181055698
2.27657657657658,-7.33809041495777e-05,-0.103534841240608,-0.614479540715124
2.27767767767768,-0.000131668820211401,-0.0840869629125794,-0.634729396445375
2.27877877877878,-0.000120486710686024,-0.0725249567564092,-0.647135042393771
2.27987987987988,-9.03115528301687e-05,-0.0641624293519141,-0.656454474399905
2.28098098098098,-9.68067909816899e-05,-0.0575780099873579,-0.663995334149935
2.28208208208208,-0.000198750731832982,-0.0522151162138464,-0.670133765147111
2.28318318318318,-0.000335654892989657,-0.0476054770951347,-0.675378707395753
2.28428428428428,-0.000177410164605638,-0.0438013022400962,-0.68017359426063
2.28538538538539,-0.000160738671570213,-0.0402602024704528,-0.684674511351007
2.28648648648649,-0.000132987681310371,-0.0371385963630231,-0.688733211232783
2.28758758758759,-0.000157913839973959,-0.0343337777016176,-0.692362933188694
2.28868868868869,-8.9556672707701e-05,-0.0317632954635757,-0.695850497769646
2.28978978978979,-7.65615527797709e-05,-0.0293731077419697,-0.699235229178333
2.29089089089089,-6.97668219909372e-05,-0.0271877871158941,-0.702351092821958
2.29199199199199,-9.85091859614242e-05,-0.0251924928992183,-0.705126461416527
2.29309309309309,-8.24345423301238e-05,-0.0232889327875286,-0.707828492170026
2.29419419419419,-8.295888482296e-05,-0.021437494434238,-0.71060169445763
2.2952952952953,-7.79164372875647e-05,-0.0196937701769867,-0.713287512692248
2.2963963963964,-0.000116034151124111,-0.0180496408031726,-0.715745065702996
2.2974974974975,-4.0500540844355e-05,-0.0164997849009078,-0.718215213525485
2.2985985985986,-4.1560545751503e-05,-0.0149906285520358,-0.720724123102812
2.2996996996997,-6.48486381538717e-05,-0.0135964481306316,-0.723010903796833
2.3008008008008,-6.88759007687575e-05,-0.0123043353120726,-0.725077041972275
2.3019019019019,-6.30443954943483e-05,-0.0109722168420976,-0.727236191579615
2.303003003003,-6.54630442650997e-05,-0.00965626626998366,-0.729502745021577
2.3041041041041,-9.4384720006936e-05,-0.0084824904818908,-0.731546459715591
2.30520520520521,-8.24722668871875e-05,-0.00737789584095021,-0.733495597902809
2.30630630630631,-2.44719885575395e-05,-0.00627269109509119,-0.735614743645632
2.30740740740741,-2.22987560864688e-05,-0.00520003265088481,-0.737657947707809
2.30850850850851,-6.08366808850801e-05,-0.00422156448398943,-0.739399403503601
2.30960960960961,-4.7274494019256e-05,-0.0032375229912538,-0.741171464005293
2.31071071071071,-7.64949625474304e-05,-0.00219308779427066,-0.74315308205611
2.31181181181181,-7.42334027144582e-05,-0.00131885670106536,-0.744922079121992
2.31291291291291,-7.67971262285891e-05,-0.000568374202432006,-0.74651004507167
2.31401401401401,-1.96643521424724e-05,-0.00167195403456926,-0.746418525765161
2.31511511511512,-2.50522775766155e-05,-0.00361320162650365,-0.745402980028957
2.31621621621622,-4.64186427623132e-05,-0.00612709101935923,-0.743612969970138
2.31731731731732,-4.99683427322696e-05,-0.00905950277454939,-0.74148300392927
2.31841841841842,-3.79432433580505e-05,-0.0128532645807667,-0.738643017980155
2.31951951951952,-9.41437437212595e-05,-0.0181985189418118,-0.73409166081695
2.32062062062062,-2.10891196258382e-05,-0.0268011423361324,-0.726379532380754
2.32172172172172,-1.71833099293941e-05,-0.0508574851867817,-0.703340568023215
2.32282282282282,-6.75244124699052e-05,-0.0337191663511491,-0.721247642434256
2.32392392392392,-6.02192919939544e-05,-0.0214317597899726,-0.734276297384567
2.32502502502502,-7.76194367793522e-05,-0.0147138895643002,-0.741895387554823
2.32612612612613,-0.000115893249297795,-0.010123317124659,-0.747330370231078
2.32722722722723,-5.18630524789003e-05,-0.00661929915298473,-0.751729212261143
2.32832832832833,-4.92646977833385e-05,-0.00382803983807172,-0.755544214738348
2.32942942942943,-0.000219726728335482,-0.00117760594701187,-0.758838274197717
2.33053053053053,3.12927734288602e-05,-0.00161831727267968,-0.759382120746495
2.33163163163163,2.79849844544436e-05,-0.0106515542833142,-0.751269445440732
2.33273273273273,-6.48966262291929e-05,-0.00687587627042326,-0.755841533451806
2.33383383383383,9.87569839334195e-05,-0.000686463986145683,-0.763075716810158
2.33493493493493,0.00241082079810824,-1.14060617602096e-05,-0.767075409190543
2.33603603603604,0.00566766513404627,-2.78596401797706e-05,-0.771055333771841
2.33713713713714,0.00228757188094383,-7.70712499415188e-05,-0.768524654999887
2.33823823823824,0.00866291792633039,-2.60152078711616e-05,-0.775936473420543
2.33933933933934,0.0101738179635009,-8.3909383349465e-05,-0.778208463561908
2.34044044044044,0.00996917771275072,-4.89251125089661e-05,-0.779003051996523
2.34154154154154,0.010894105847723,-4.92685313841597e-05,-0.780751645084772
2.34264264264264,0.0115146838786762,-7.55078258847261e-05,-0.782011244951862
2.34374374374374,0.0125879382594603,-6.86093833545937e-05,-0.783998730177143
2.34484484484484,0.000117882142733756,-0.0209182209679367,-0.751115555470564
2.34594594594595,0.00421139007458946,-6.020228451539e-05,-0.776741641550083
2.34704704704705,0.0132443617505338,-7.61900218215646e-05,-0.787003659086663
2.34814814814815,0.0136189747250602,-1.12505261952413e-05,-0.788353561754564
2.34924924924925,0.0158675951808173,-5.76304191747822e-05,-0.791330660939838
2.35035035035035,0.0155683965198265,-4.16226856144664e-05,-0.792048383361044
2.35145145145145,0.0152265621460943,-5.47367408556245e-05,-0.792201564106514
2.35255255255255,0.0179358372162333,-2.48306617575897e-05,-0.79572961966647
2.35365365365365,0.0194537463257277,-5.83778666116601e-05,-0.797894521507942
2.35475475475475,0.0203807932921745,-5.3874587520041e-05,-0.799513580643638
2.35585585585586,0.0200359043252387,-7.18239803115272e-05,-0.800199313872499
2.35695695695696,0.0180460480983746,-4.8292989455448e-05,-0.799270780085478
2.35805805805806,0.000475372500644445,-0.00377404845290244,-0.778696423729581
2.35915915915916,0.0205195064151001,-8.14209187660588e-05,-0.803238527982832
2.36026026026026,0.020885933014581,-2.43643272866859e-05,-0.804987454360134
2.36136136136136,0.0207992111587345,-6.62529151727664e-05,-0.805590616029841
2.36246246246246,0.0212447666412282,-9.06988970298724e-05,-0.806809278500133
2.36356356356356,0.0029497290362373,-0.00238728011746288,-0.787310394041703
2.36466466466466,0.0205806572556837,-0.000115256600475941,-0.807920732027907
2.36576576576577,0.000560266048917628,-0.0491807399718834,-0.740628699076366
2.36686686686687,-1.21179829658993e-05,-0.00333468803131957,-0.786909896507957
2.36796796796797,0.0164977535102964,-5.67850872098353e-05,-0.807085567829746
2.36906906906907,0.0207069831667795,-4.16733273236552e-05,-0.812099082206513
2.37017017017017,0.0228389642105039,-9.44016520038596e-05,-0.814806276052911
2.37127127127127,0.0214525241350359,-0.000126356257314195,-0.814675929866488
2.37237237237237,0.0234483254250907,-2.58645991054546e-05,-0.817727054009045
2.37347347347347,0.0219712486372502,-2.47630890608973e-05,-0.817317744095158
2.37457457457457,0.0183911315411545,-0.000171021737308629,-0.814729910184809
2.37567567567568,0.0222338871678928,-0.000113757557586179,-0.819182413705735
2.37677677677678,0.0228178129561559,-2.82715004932047e-05,-0.820754188153164
2.37787787787788,0.0227988176537597,-3.56460894142545e-05,-0.821539464525571
2.37897897897898,0.0226300409965567,-2.07050560243529e-05,-0.822116409089778
2.38008008008008,0.0245060859319882,-8.41558810967391e-05,-0.824847094990536
2.38118118118118,0.000117550348650337,-0.00638846760428168,-0.796180337947481
2.38228228228228,0.0217090162568263,-3.11175055548484e-05,-0.82442552845297
2.38338338338338,0.023564818776068,-3.36112055506793e-05,-0.827212497516877
2.38448448448448,0.0214724929148953,-8.80810544818945e-05,-0.826087666817014
2.38558558558559,0.0223645387184963,-0.000101148391446526,-0.82759984698428
2.38668668668669,0.0204804981900472,-6.75646333974557e-05,-0.827020319789204
2.38778778778779,0.0209726959506754,-5.97514830285571e-05,-0.82831786780826
2.38888888888889,0.0185285394520391,-6.4113548413198e-05,-0.82708550324308
2.38998998998999,0.0160905789190454,2.49581662384197e-05,-0.825915369517704
2.39109109109109,0.0123823202846051,-0.000109238075549903,-0.823347984319783
2.39219219219219,-4.62894962306247e-05,-0.00607364963715295,-0.806680526020485
2.39329329329329,1.51823889206732e-05,-0.023205480404506,-0.790472290321381
2.39439439439439,1.98587626917586e-05,-0.0421561285318074,-0.772408171624827
2.3954954954955,6.20213081558752e-05,-0.104954326046769,-0.710394593179359
2.3965965965966,6.25909037048908e-05,-0.0453637794447966,-0.770781357165314
2.3976976976977,5.55313527114929e-05,-0.0334177217297532,-0.783603901266722
2.3987987987988,1.4948112466564e-05,-0.0267067016511728,-0.79109197931005
2.3998998998999,-7.70729619167691e-06,-0.0219934700852957,-0.796504480691175
2.401001001001,8.66383337331527e-05,-0.0182254173733849,-0.801222684027695
2.4021021021021,7.90914769358821e-05,-0.0151570370551499,-0.805075219215002
2.4032032032032,2.56158086192935e-05,-0.0123017776944417,-0.808704682268486
2.4043043043043,-5.19671161084401e-06,-0.00989486745398507,-0.811796445716512
2.40540540540541,9.53004418701819e-05,-0.0076607108326287,-0.814958948290176
2.40650650650651,5.44157440030509e-05,-0.0055032496190192,-0.817827882465396
2.40760760760761,0.000119703573674471,-0.0035275035123585,-0.82081208617208
2.40870870870871,0.000107052487057121,-0.001672655011421,-0.823371284346033
2.40980980980981,0.000164647507001371,-0.000975849989120608,-0.825051439336602
2.41091091091091,0.000125553073592686,-0.00490626073594814,-0.82173684804596
2.41201201201201,8.37402394641945e-05,-0.0101509175596346,-0.817438704597976
2.41311311311311,4.96212724405717e-05,-0.0184406348580698,-0.809962259135187
2.41421421421421,0.000172835428481601,-0.043100125805104,-0.786525170924751
2.41531531531532,0.000128171387167326,-0.0263372977609563,-0.803957156422588
2.41641641641642,5.87690067082735e-05,-0.0234933538747832,-0.807620078298898
2.41751751751752,0.000145304530281311,-0.0323391361756346,-0.800013548561915
2.41861861861862,5.2983818414041e-05,-0.0210266218279775,-0.811939691098151
2.41971971971972,5.966952327695e-05,-0.00718521765925731,-0.82673075628905
2.42082082082082,6.90722352113929e-05,-0.0158117767883943,-0.818910113924111
2.42192192192192,0.00010972310319049,-0.0045344113676991,-0.831061064345169
2.42302302302302,0.00363568902159947,-0.000260008576638768,-0.83981243571908
2.42412412412412,0.00950734653450554,-0.000139504405011038,-0.846330654454993
2.42522522522523,0.00219931010203897,-0.00908149010571334,-0.8313463473836
2.42632632632633,0.017183874228028,-0.000459461250928911,-0.855510288116868
2.42742742742743,0.0213826755303476,-0.000327797986321631,-0.86016863260015
2.42852852852853,0.0236787356417025,-1.87094311110359e-05,-0.863087742454534
2.42962962962963,0.0255044741636991,-0.000236619011962573,-0.865618879744239
2.43073073073073,0.0248991778526295,-0.000144429739915705,-0.86580494871973
2.43183183183183,0.0250445367411534,-0.000116977236643291,-0.867244528801841
2.43293293293293,0.0274134930919315,-2.05597022410307e-05,-0.870815000349375
2.43403403403403,0.0249066732677558,6.23957970546215e-05,-0.869235537997995
2.43513513513513,0.0256781425939129,-0.000113486040789296,-0.870361491583335
2.43623623623624,0.000309750208920919,-0.00414399860002521,-0.84338825223744
2.43733733733734,0.024306852327689,-2.24168652420393e-05,-0.870548775091787
2.43843843843844,0.0200445059195694,-7.25156517006822e-05,-0.865657284972027
2.43953953953954,0.0258556252415284,-7.36448117927495e-05,-0.872951281287531
2.44064064064064,0.0241088532126657,-0.000171371922669226,-0.871875940129715
2.44174174174174,0.0256129900713706,-1.5410207786312e-05,-0.874111307950106
2.44284284284284,0.0256643451355589,-9.3772108536472e-05,-0.87513849090334
2.44394394394394,0.0294471882288208,-0.000135859713409406,-0.879738115281921
2.44504504504504,0.0274785266904962,-3.60109710216113e-05,-0.878486724361841
2.44614614614615,0.0311296916586942,-1.06764816208233e-05,-0.883283513075329
2.44724724724725,0.0313642775909512,-1.55082277588009e-05,-0.884082044190471
2.44834834834835,0.032360039311153,-3.03621244764175e-05,-0.885520129064912
2.44944944944945,0.0318416785496561,-0.000120475601333251,-0.885655432028375
2.45055055055055,0.0272506432204501,-7.60880784184481e-05,-0.881079765377132
2.45165165165165,0.0295076513153218,-8.41417327589472e-05,-0.884623825015011
2.45275275275275,0.0325707126485846,-0.000111725191141031,-0.889403755739468
2.45385385385385,0.0329388782742074,-7.07431745385981e-05,-0.890985051025225
2.45495495495495,0.0333992624873103,-1.96391353684982e-05,-0.89239732683947
2.45605605605606,0.0322965471420288,-9.43992345881232e-05,-0.892631908351931
2.45715715715716,0.028376880378983,-0.000131840825837289,-0.888686074145827
2.45825825825826,0.0333819742158532,-9.63314622174275e-05,-0.894532919302916
2.45935935935936,0.0329456129956491,-7.65549503867044e-05,-0.895219181576801
2.46046046046046,0.024552437639427,-9.45743008291907e-05,-0.892550843459285
2.46156156156156,0.031644211036884,-8.23755158795824e-05,-0.895187521008097
2.46266266266266,0.034079341835717,-3.88191009554614e-05,-0.898659500569808
2.46376376376376,0.0322071940321411,-4.39067485510114e-05,-0.897559978541224
2.46486486486487,0.000355965197367373,-0.0220788578695204,-0.840392097459506
2.46596596596597,0.00342201212532586,-0.000825166971390174,-0.86599265033174
2.46706706706707,0.00695495486420873,-5.58443004255978e-06,-0.871252776076328
2.46816816816817,0.0307915689882594,-7.31449899138801e-05,-0.898129188755787
2.46926926926927,0.0333007799436157,-6.03362104280913e-05,-0.902745445821763
2.47037037037037,0.0333473152773959,-1.52546001054642e-05,-0.903812085271075
2.47147147147147,0.0350877076564014,-3.83978958714097e-05,-0.906681583755548
2.47257257257257,0.0331109937905188,-5.60931712420031e-05,-0.904547451394406
2.47367367367367,0.0339205389401177,8.32724643176067e-06,-0.907465403879957
2.47477477477477,0.0351675145029259,-4.61293031118689e-05,-0.909907631907341
2.47587587587588,0.036913912485862,-8.26471763081179e-05,-0.913078187340023
2.47697697697698,0.0337192685784474,-2.63961661296716e-05,-0.90977825917
2.47807807807808,0.0365262435500151,-7.9499088298201e-05,-0.913242324022204
2.47917917917918,0.0392808128667344,-2.4416708356983e-05,-0.91721878073573
2.48028028028028,0.0395943573362585,-6.17465108453146e-05,-0.918717462928783
2.48138138138138,0.0389546318331753,3.7442189362695e-05,-0.919080012708865
2.48248248248248,0.0378535216414071,-3.1771837138115e-05,-0.918438569973972
2.48358358358358,0.0369546692144907,-8.39341617939931e-05,-0.918435472054664
2.48468468468468,0.0398006998145882,-9.05195272428991e-05,-0.922554292190743
2.48578578578579,0.0415194569063993,-4.01813644873608e-05,-0.925706046410919
2.48688688688689,0.0389593773580057,-3.75745973019294e-05,-0.92358087352582
2.48798798798799,0.0390654018926551,-3.2886633857291e-05,-0.925702290015302
2.48908908908909,0.0412050199332415,-0.000141622118653081,-0.928191716329654
2.49019019019019,0.0417899869195648,-1.54994522018779e-05,-0.929735836403989
2.49129129129129,0.0434676456029114,-5.64861583832177e-05,-0.933338895228089
2.49239239239239,0.0426386291130926,-3.66519445070993e-05,-0.932406713459588
2.49349349349349,0.0414106103181317,-3.67058522605608e-05,-0.931875304969426
2.49459459459459,0.0415736483671706,-4.8810839706323e-05,-0.932798443450412
2.4956956956957,0.040272044210456,-2.38105845232845e-05,-0.932124477195736
2.4967967967968,0.00194819312677228,-0.000533434881729741,-0.889433417280489
2.4978978978979,0.0337420256400127,-6.79808316354144e-05,-0.925421994691827
2.498998998999,0.0351117449611594,-9.05582239298552e-05,-0.927917284792847
2.5001001001001,0.035733197494151,-9.48095377749467e-05,-0.928818735222092
2.5012012012012,0.0396080682371452,-8.1178173667741e-05,-0.934010769775637
2.5023023023023,0.0405048141481094,-0.000119880510844692,-0.935863487036628
2.5034034034034,0.0417595572226331,-3.96390826380328e-05,-0.938685654217654
2.5045045045045,0.0425239518083792,-7.08868534124655e-05,-0.940458337434767
2.50560560560561,0.0446415140491043,-5.21433505614291e-05,-0.944013670868629
2.50670670670671,0.0397252066440938,-2.73851270936835e-05,-0.937873270006127
2.50780780780781,0.0436590997078945,-0.000100660782995996,-0.944136138763209
2.50890890890891,0.0410592833522992,-6.6810677697761e-05,-0.940512867677048
2.51001001001001,0.0420065689544466,-2.77301516614595e-05,-0.94273418578805
2.51111111111111,0.0402400290374523,-1.42559044648371e-05,-0.941270136200663
2.51221221221221,0.0427160125924843,-9.22275993311483e-05,-0.945197228129684
2.51331331331331,0.039819216543233,-3.2508927519566e-05,-0.942212651435079
2.51441441441441,0.0357122467778213,-3.73186781504826e-05,-0.937171369239063
2.51551551551552,0.036453459809646,-3.03449240641186e-05,-0.939578364194169
2.51661661661662,0.0387785964702353,-1.92124500571274e-05,-0.943826442902519
2.51771771771772,0.0389174640437039,-2.8616731885401e-05,-0.944254397336011
2.51881881881882,0.040400464525464,-6.42335252573754e-05,-0.947581245979636
2.51991991991992,0.0402989115202218,-8.19447649136985e-05,-0.947673547270702
2.52102102102102,0.0405253411919664,-3.10364238493856e-05,-0.94866158825427
2.52212212212212,0.038185947108932,-4.2500410333776e-05,-0.947830988688469
2.52322322322322,0.0397498002605485,-4.72146308398582e-05,-0.949906215559372
2.52432432432432,0.0384679503500961,3.154730329788e-06,-0.949978087188894
2.52542542542543,0.0404066106693426,-1.87324494967349e-05,-0.952430571181051
2.52652652652653,0.0345011393510798,-7.36007860674287e-05,-0.945687819379752
2.52762762762763,0.0341952298331423,4.56989671367906e-05,-0.946204007803767
2.52872872872873,0.0342073607977782,-3.85815377165498e-05,-0.946641471364534
2.52982982982983,0.0363881076068329,-6.26967588987138e-05,-0.949898599164104
2.53093093093093,0.0375412763756572,-5.65870860177779e-05,-0.952341230082263
2.53203203203203,0.0361297619044141,-1.74340378619365e-05,-0.951219804795951
2.53313313313313,0.0381323328838226,-8.75801207286417e-05,-0.95347564785227
2.53423423423423,0.0378809643780441,-5.75060203267286e-05,-0.953993733205769
2.53533533533534,0.0348714538108355,-3.85236633923261e-06,-0.95078027496355
2.53643643643644,0.0301054924674192,-2.9962082460689e-05,-0.945413344451082
2.53753753753754,0.0360287541501505,1.36841658306967e-05,-0.954794286274569
2.53863863863864,0.0369462663993623,-0.000173932577771162,-0.95648428263042
2.53973973973974,0.0376044438674591,-5.65773211824712e-05,-0.958621751967332
2.54084084084084,0.0407348720706117,-5.83054005533023e-05,-0.962969815064116
2.54194194194194,0.0334736704996792,-7.74458893427706e-05,-0.954466158213744
2.54304304304304,0.0356072672944931,-0.000129541593871929,-0.957248414195088
2.54414414414414,0.0357681555701547,-2.42283383929951e-05,-0.958201240979124
2.54524524524524,0.0367775557350114,-6.90231854759986e-05,-0.960028691692605
2.54634634634635,0.0350362620739847,-2.91542059743397e-05,-0.958793576728829
2.54744744744745,0.032689250454136,-9.7964412518524e-05,-0.955916659107819
2.54854854854855,0.0341919345479101,-7.6458036637746e-05,-0.959393388209684
2.54964964964965,0.0339975156036899,-3.74326710676681e-05,-0.960843490500036
2.55075075075075,0.0323957293428954,-2.29517364282036e-05,-0.958210823073621
2.55185185185185,0.0292902466957101,-7.20224862688766e-05,-0.954848263210879
2.55295295295295,0.0307130672899538,-0.000343193922249518,-0.957050588004562
2.55405405405405,0.0318948430868776,-5.50245753333369e-05,-0.959831010583812
2.55515515515516,0.0347164524623552,-0.000142652674171305,-0.96492525391749
2.55625625625626,0.03209036755948,-5.72973064577469e-05,-0.961446777513222
2.55735735735736,0.029393208749074,-2.20056304340023e-05,-0.958338869287424
2.55845845845846,0.0279620660766516,-0.000114401073380328,-0.957446834273525
2.55955955955956,0.0285308014497672,-8.99794805692758e-05,-0.958567029834925
2.56066066066066,0.0255948646084667,1.04299140903248e-05,-0.955526879047755
2.56176176176176,0.0240651143430402,-0.000230375570224346,-0.954211522632192
2.56286286286286,0.0212052416130432,-2.75362216359353e-05,-0.951027170624267
2.56396396396396,0.0026437608793478,-0.00133535973966724,-0.927025526739915
2.56506506506507,0.0158857053962305,-0.000350119603608189,-0.944441577200403
2.56616616616617,0.0162665307345054,-0.000177105159058727,-0.94654292568442
2.56726726726727,0.0196982647411048,-3.33004070081168e-05,-0.951370524399343
2.56836836836837,0.0157619108154348,-0.000116744272995823,-0.946186404983181
2.56946946946947,0.0133209763705627,-8.94083185765947e-05,-0.942648122851108
2.57057057057057,0.00225452362816366,-0.000516049223265402,-0.926801046218476
2.57167167167167,4.9261901294002e-05,-0.0102517043658834,-0.912853157211144
2.57277277277277,8.65105894160501e-05,-0.0149911227853404,-0.90838353824747
2.57387387387387,8.25244163421103e-05,-0.019041431425098,-0.904758218587207
2.57497497497498,6.79684234183051e-05,-0.0227385885274332,-0.901528222203147
2.57607607607608,8.1335619048358e-05,-0.0262928328906196,-0.898491445607184
2.57717717717718,0.000138840563009549,-0.0298022601778218,-0.895521473512253
2.57827827827828,0.00014156530646743,-0.0332953996957625,-0.892513331804952
2.57937937937938,0.000122343044975663,-0.0368560963120176,-0.889424544796689
2.58048048048048,0.000137648785850053,-0.0404911471081151,-0.886294190425319
2.58158158158158,0.000123734611830449,-0.0442564601920762,-0.883010783652304
2.58268268268268,0.000105086072132412,-0.0481949713222904,-0.879575522226652
2.58378378378378,8.93313419497541e-05,-0.0523587181973964,-0.87592210013922
2.58488488488489,7.591074416462e-05,-0.0567998201008587,-0.87205502461697
2.58598598598599,9.72181341735824e-05,-0.0616111264065286,-0.867830128019425
2.58708708708709,8.70581514043283e-05,-0.0668910574154647,-0.863132597139224
2.58818818818819,9.15447440023343e-05,-0.0727973185748171,-0.857815301445969
2.58928928928929,0.0001045950853589,-0.0795453469373667,-0.851667759624065
2.59039039039039,0.000106159708166447,-0.0874718677956564,-0.844349096917355
2.59149149149149,0.000108798241028497,-0.0971722124276496,-0.835261468168954
2.59259259259259,0.000118591109128737,-0.109831899518964,-0.823220606463153
2.59369369369369,0.000142286594686049,-0.128441886136276,-0.805235736092154
2.59479479479479,0.000133964612331847,-0.165634264629918,-0.76867632087985
2.5958958958959,0.000128216654346744,-0.179445354269609,-0.755504773187969
2.596996996997,0.000125274440711029,-0.13449143782727,-0.801105448856927
2.5980980980981,0.000147399855055562,-0.115263129785368,-0.820986144023565
2.5991991991992,0.000136440990302784,-0.103002038219762,-0.8339043189952
2.6003003003003,0.000150032003073165,-0.0943282349236448,-0.843237192512901
2.6014014014014,0.000142547905345575,-0.0869730804599521,-0.851253710874941
2.6025025025025,0.000154303214933051,-0.0811847471023822,-0.857702919636262
2.6036036036036,0.000170607828128788,-0.0764366816203476,-0.863112943176342
2.6047047047047,0.000167900481227813,-0.0720929892119093,-0.86811841210368
2.60580580580581,0.000158898287027922,-0.0685073746309185,-0.872366038846385
2.60690690690691,0.000141886485573512,-0.0650246839660671,-0.8765101649322
2.60800800800801,0.000156321596892364,-0.0620242815036489,-0.880172539188889
2.60910910910911,0.000158587355396559,-0.0593337907367015,-0.883525433250902
2.61021021021021,0.000181942802731763,-0.0569906736388119,-0.886530588184988
2.61131131131131,0.00014335191629872,-0.0545840040748655,-0.889599703076502
2.61241241241241,0.000143952864878339,-0.0524491058456326,-0.892397476231462
2.61351351351351,0.000151696431824747,-0.0504843541562535,-0.895025878396241
2.61461461461461,0.000129022175890245,-0.0486624488441466,-0.897511823723211
2.61571571571572,0.000145151015487366,-0.0469659978166024,-0.899872360900294
2.61681681681682,0.000137847398006602,-0.0453862751023874,-0.902117556927569
2.61791791791792,0.000137719227538894,-0.0439432370567335,-0.904225927198827
2.61901901901902,0.000132698707660698,-0.0424617007856986,-0.906373267479868
2.62012012012012,0.000124806351854572,-0.0410540319294321,-0.908448208114203
2.62122122122122,0.000134247924180728,-0.0397354248719396,-0.910434751161471
2.62232232232232,0.000109250405903842,-0.0384902432440069,-0.912348880569903
2.62342342342342,0.000121408247659606,-0.0373113587653799,-0.914198641103468
2.62452452452452,0.000104238717575858,-0.03619749009348,-0.915985058572607
2.62562562562563,0.000116278645114531,-0.0351565978792934,-0.917700414214541
2.62672672672673,9.61440355624671e-05,-0.0341718447512281,-0.919361201998898
2.62782782782783,9.19227941925548e-05,-0.0331007248166205,-0.921109998320534
2.62892892892893,9.31403301460782e-05,-0.032121659142409,-0.922765731389816
2.63003003003003,5.04578738923406e-05,-0.031209634526145,-0.924347102552218
